665000,-22.9372463226,-43.2458190918,4,3,83,NA,NA,1534745462091,"apart","sell","https%3A%2F%2Fwww.lugarcerto.com.br%2Fimovel%2Fapartamento-2-quartos-tijuca-rio-de-janeiro-83m2-compra-e-venda-rs590100-id-340636425%23galeria%2F4"
372000,-22.9400071,-43.3693921,3,2,69,1,NA,1534943492428,"apart","sell","http%3A%2F%2Fwww.galaximoveis.com.br%2Fimovel%2Fcomprar%2Fapartamento%2Fpechincha%2F212492%2F4"
1100000,-22.814781,-43.202027,4,NA,143,3,NA,1535243229675,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcobertura-4-quartos-jardim-guanabara-ilha-do-governador-rio-de-janeiro-com-garagem-venda-RS1100000-id-83661242%2F%2F4"
400490,-22.9142615,-43.3774555,2,NA,57,1,NA,1535541465590,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamentos-na-taquara-de-2-e-3-quartos-guess-2927369891.html%2F4"
510000,-22.935875,-43.338814,3,NA,87,2,NA,1535263961326,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-3-quartos-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-com-garagem-87m2-venda-RS530000-id-1037253955%2F%2F4"
1250000,-23.0047834,-43.3229775,3,NA,117,2,NA,1534770312601,"apart","sell","https%3A%2F%2Fwww.agenteimovel.com.br%2Fimovel%2Fa-venda%2Frua-jornalista-henrique-cordeiro%2Fbarra-da-tijuca%2Frj%2F6855723.htm%2F4"
375000,-22.937943,-43.332781,2,NA,70,1,NA,1535182137724,"apart","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fapartamento-2-quartos-freguesia-jacarepagua-zona-oeste-rio-de-janeiro-com-garagem-70m2-venda-RS375000-id-1038554725%2F%2F4"
400000,-22.91465,-43.3803422,2,2,58,1,1,1535560213465,"apart","sell","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-a-venda-na-taquara-2-quartos-suite-58-2923948671.html%2F4"
1200,-22.8365212,-43.3211098,2,1,60,1,NA,1535048749295,"apart","rent","https%3A%2F%2Fwww.imovelweb.com.br%2Fpropriedades%2Fapartamento-terreo-varanda-2-quartos-1-vaga-vista-2937611756.html%2F4"
330000,-22.807811,-43.188702,3,NA,127,1,NA,1535192884842,"house","sell","https%3A%2F%2Fwww.vivareal.com.br%2Fimovel%2Fcasa-3-quartos-jardim-carioca-ilha-do-governador-rio-de-janeiro-127m2-venda-RS330000-id-93810547%2F%2F4"
